Id,SalePrice
1627,187730.7
1628,276621.28
1629,177512.75
1630,360295.44
1631,204984.72
1632,236924.94
1633,172577.81
1634,181121.94
1635,180628.84
1636,155599.73
1637,213499.92
1638,197191.22
1639,179330.73
1640,258890.02
1641,176704.33
1642,250235.92
1643,240118.45
1644,238770.23
1645,204984.17
1646,163161.97
1647,155152.23
1648,127483.984
1649,145448.98
1650,114219.72
1651,122077.27
1652,102565.77
1653,104418.695
1654,149287.95
1655,140712.08
1656,143528.47
1657,146743.34
1658,149952.0
1659,119874.914
1660,151729.44
1661,433872.03
1662,397848.78
1663,368612.56
1664,529544.94
1665,293977.22
1666,340073.34
1667,351123.56
1668,332329.53
1669,310025.97
1670,343455.12
1671,271075.97
1672,427814.88
1673,299720.97
1674,243651.27
1675,188273.56
1676,190618.47
1677,206841.78
1678,511858.0
1679,386316.25
1680,316303.72
1681,231974.9
1682,313863.1
1683,186296.39
1684,180979.6
1685,174169.67
1686,163679.11
1687,167270.42
1688,191862.27
1689,192805.36
1690,197064.8
1691,184532.16
1692,259695.83
1693,174617.73
1694,177896.52
1695,158409.81
1696,276129.03
1697,162809.0
1698,357030.38
1699,320039.5
1700,267662.6
1701,289885.4
1702,251452.53
1703,253820.06
1704,291194.25
1705,234643.92
1706,432688.9
1707,217940.72
1708,202311.3
1709,264534.38
1710,228069.08
1711,272981.53
1712,257577.19
1713,279051.84
1714,227629.3
1715,218326.66
1716,177148.02
1717,166458.44
1718,129353.016
1719,203856.97
1720,226881.56
1721,165436.06
1722,126571.5
1723,155855.86
1724,203567.1
1725,233398.58
1726,194633.47
1727,153345.9
1728,182355.97
1729,160366.38
1730,148995.53
1731,121782.11
1732,139535.62
1733,119823.0
1734,125369.26
1735,142127.86
1736,117266.016
1737,385568.38
1738,252799.3
1739,287328.97
1740,217258.36
1741,183208.02
1742,171133.11
1743,175646.11
1744,332162.25
1745,230661.88
1746,234332.61
1747,215583.55
1748,235812.64
1749,161212.25
1750,135542.53
1751,250203.62
1752,120142.42
1753,140622.98
1754,191567.97
1755,172222.05
1756,135319.38
1757,123539.82
1758,146392.8
1759,168298.9
1760,163592.58
1761,148335.89
1762,176056.34
1763,174127.48
1764,121493.96
1765,163761.77
1766,180263.6
1767,209220.2
1768,146956.6
1769,165976.6
1770,152773.2
1771,121845.29
1772,136771.95
1773,133618.75
1774,152158.11
1775,138858.52
1776,130661.31
1777,115633.62
1778,142273.9
1779,124950.914
1780,171573.27
1781,133444.27
1782,84568.69
1783,140807.5
1784,108834.836
1785,121736.34
1786,161841.94
1787,174647.66
1788,63062.887
1789,105422.914
1790,88197.09
1791,187737.78
1792,153229.11
1793,141176.05
1794,155289.45
1795,135575.3
1796,129723.12
1797,123821.984
1798,117669.086
1799,120860.57
1800,133627.94
1801,132605.92
1802,124276.164
1803,146975.16
1804,147083.89
1805,140163.95
1806,121806.31
1807,139356.27
1808,122793.36
1809,121858.19
1810,139140.2
1811,96841.37
1812,91693.99
1813,120435.93
1814,86737.22
1815,52618.246
1816,99046.664
1817,109726.18
1818,164041.64
1819,121855.72
1820,74473.336
1821,109110.375
1822,141093.78
1823,55368.543
1824,140077.84
1825,145403.92
1826,116719.2
1827,94627.305
1828,140248.47
1829,131718.97
1830,145387.27
1831,143940.14
1832,94954.29
1833,143501.11
1834,125182.41
1835,128280.55
1836,130974.016
1837,98837.195
1838,137874.83
1839,102012.055
1840,138153.72
1841,132487.69
1842,86223.26
1843,139101.67
1844,140328.73
1845,138959.75
1846,151280.67
1847,173917.89
1848,52400.008
1849,113737.86
1850,112118.54
1851,163931.25
1852,125179.82
1853,137002.33
1854,162913.44
1855,159991.28
1856,229082.67
1857,161050.72
1858,133599.33
1859,112721.016
1860,152411.16
1861,114399.61
1862,319257.9
1863,316208.88
1864,316237.62
1865,348583.8
1866,306369.06
1867,224660.67
1868,286040.38
1869,204504.28
1870,225006.45
1871,237963.22
1872,175369.45
1873,252808.8
1874,144629.52
1875,204826.12
1876,198695.47
1877,212007.8
1878,202088.67
1879,134694.92
1880,138306.22
1881,253914.23
1882,251589.23
1883,195761.73
1884,213266.4
1885,250294.6
1886,283466.25
1887,213734.83
1888,278131.66
1889,170411.77
1890,133561.4
1891,124180.73
1892,93196.5
1893,135965.77
1894,126070.78
1895,143536.83
1896,129550.18
1897,118772.88
1898,127011.445
1899,171504.56
1900,159931.11
1901,194813.42
1902,154038.19
1903,236489.83
1904,145469.28
1905,206359.88
1906,157750.5
1907,241082.27
1908,104791.79
1909,137900.6
1910,121023.66
1911,209663.36
1912,329225.16
1913,153589.84
1914,68930.99
1915,279269.8
1916,79280.11
1917,246702.52
1918,141947.94
1919,173157.94
1920,149563.92
1921,373344.5
1922,301443.5
1923,229219.17
1924,231059.7
1925,199347.45
1926,366254.8
1927,139451.3
1928,157609.28
1929,132079.08
1930,135162.34
1931,136033.81
1932,135983.6
1933,177494.97
1934,175273.03
1935,171650.3
1936,182567.55
1937,178894.73
1938,167845.3
1939,250749.11
1940,192705.92
1941,168483.58
1942,186629.22
1943,212357.55
1944,344126.28
1945,367534.75
1946,162139.94
1947,306306.4
1948,202303.56
1949,247626.11
1950,177050.42
1951,248388.45
1952,220469.42
1953,175163.53
1954,193060.7
1955,140976.47
1956,342786.4
1957,157617.23
1958,286261.94
1959,147754.55
1960,114544.125
1961,119537.18
1962,97413.805
1963,108333.375
1964,109697.41
1965,149283.16
1966,133560.02
1967,299099.72
1968,423373.22
1969,371840.12
1970,402690.44
1971,482383.47
1972,379740.8
1973,268941.75
1974,327544.62
1975,499585.62
1976,284331.03
1977,378729.62
1978,344946.3
1979,308771.03
1980,200377.88
1981,342944.56
1982,208937.08
1983,197397.06
1984,176782.2
1985,203745.25
1986,189004.33
1987,178863.75
1988,177605.95
1989,198258.84
1990,212576.19
1991,214393.0
1992,212391.73
1993,177154.7
1994,241052.78
1995,183895.22
1996,263723.62
1997,305542.78
1998,354448.97
1999,272885.3
2000,311821.94
2001,281496.25
2002,250494.23
2003,260415.88
2004,301619.97
2005,238137.0
2006,221188.39
2007,251405.0
2008,213788.33
2009,188963.27
2010,191147.31
2011,142145.6
2012,168124.56
2013,177181.03
2014,182243.97
2015,192117.7
2016,189204.08
2017,193947.7
2018,126955.836
2019,142203.77
2020,114064.56
2021,105710.55
2022,189782.8
2023,143364.47
2024,294415.94
2025,373791.66
2026,170917.56
2027,159798.52
2028,145312.36
2029,160425.53
2030,265335.06
2031,235746.98
2032,245789.81
2033,250442.7
2034,169997.22
2035,218955.67
2036,194381.9
2037,204730.9
2038,309708.25
2039,192285.6
2040,337692.78
2041,321376.66
2042,213682.52
2043,176713.16
2044,171555.7
2045,210249.11
2046,155614.05
2047,143390.98
2048,138330.95
2049,145280.78
2050,172352.44
2051,108653.74
2052,121291.47
2053,146776.72
2054,100609.75
2055,153671.86
2056,155912.56
2057,122408.94
2058,201011.8
2059,141898.88
2060,172634.84
2061,173322.64
2062,131337.33
2063,120686.13
2064,140316.52
2065,119640.76
2066,167439.14
2067,138248.47
2068,145776.27
2069,79962.64
2070,109784.11
2071,89837.0
2072,140824.1
2073,142847.12
2074,173073.55
2075,147831.77
2076,114509.59
2077,153167.9
2078,122906.11
2079,145033.88
2080,117980.25
2081,123556.08
2082,121383.086
2083,147804.64
2084,108571.38
2085,115587.81
2086,108974.78
2087,120284.98
2088,97667.12
2089,75920.07
2090,124706.625
2091,106802.66
2092,128111.805
2093,123557.805
2094,105697.27
2095,151575.67
2096,83462.45
2097,101128.43
2098,136693.84
2099,56387.906
2100,85192.125
2101,106614.805
2102,136816.44
2103,100677.2
2104,148271.19
2105,124154.47
2106,68700.62
2107,202408.02
2108,104180.11
2109,98129.09
2110,130277.18
2111,150187.95
2112,146434.36
2113,123641.055
2114,135472.88
2115,168869.47
2116,120793.47
2117,149220.78
2118,129128.15
2119,120479.52
2120,125099.21
2121,90690.59
2122,120555.336
2123,81791.32
2124,176355.81
2125,137146.17
2126,168289.86
2127,155172.52
2128,135898.56
2129,96304.445
2130,129096.016
2131,141695.58
2132,124892.234
2133,121711.73
2134,124235.45
2135,98574.37
2136,79732.98
2137,109641.2
2138,136768.17
2139,144420.73
2140,143186.19
2141,155182.81
2142,129588.945
2143,130911.836
2144,125351.07
2145,150860.39
2146,166336.89
2147,161775.84
2148,142764.77
2149,147928.69
2150,216684.34
2151,111838.8
2152,159247.58
2153,172307.33
2154,101725.9
2155,139254.6
2156,271993.44
2157,238780.48
2158,230958.02
2159,209803.58
2160,184964.27
2161,232571.7
2162,401248.0
2163,350267.3
2164,226091.56
2165,210604.56
2166,147328.64
2167,214257.8
2168,206007.61
2169,200895.89
2170,210927.9
2171,158345.08
2172,137602.7
2173,169802.72
2174,237961.06
2175,292185.44
2176,296192.66
2177,240624.4
2178,223087.38
2179,137225.58
2180,194509.3
2181,190273.05
2182,221340.81
2183,187404.31
2184,114263.27
2185,130181.91
2186,143497.52
2187,144512.06
2188,147850.45
2189,304573.25
2190,81386.234
2191,80997.24
2192,85633.984
2193,107431.16
2194,107383.31
2195,108616.92
2196,105389.09
2197,122728.1
2198,168705.27
2199,183083.94
2200,156651.8
2201,156204.94
2202,209069.3
2203,147582.03
2204,200627.47
2205,127907.805
2206,145124.86
2207,205015.89
2208,279894.56
2209,240811.33
2210,118534.984
2211,115872.07
2212,111999.33
2213,108677.42
2214,136957.47
2215,105794.734
2216,152184.84
2217,55003.348
2218,98396.06
2219,73148.37
2220,86031.35
2221,279872.0
2222,252152.48
2223,277501.66
2224,209753.42
2225,129463.09
2226,176715.73
2227,187916.25
2228,251968.61
2229,268821.34
2230,141404.84
2231,209714.23
2232,181252.66
2233,187707.31
2234,233100.77
2235,217635.06
2236,263267.5
2237,326570.2
2238,181323.44
2239,108144.26
2240,148552.3
2241,169925.34
2242,113970.84
2243,122646.53
2244,105185.67
2245,98510.04
2246,148647.89
2247,119386.02
2248,126636.875
2249,125564.79
2250,129330.53
2251,151400.89
2252,170483.11
2253,151212.05
2254,169312.16
2255,180011.1
2256,178094.0
2257,214191.9
2258,160814.23
2259,172780.5
2260,159126.61
2261,180649.52
2262,205674.92
2263,370494.4
2264,565543.94
2265,191191.48
2266,288360.28
2267,400598.0
2268,428221.88
2269,148878.97
2270,196179.64
2271,217233.89
2272,202010.89
2273,165937.52
2274,179559.86
2275,168491.1
2276,182289.2
2277,185198.89
2278,145616.11
2279,131258.53
2280,127028.96
2281,146220.75
2282,167177.73
2283,112443.4
2284,111066.56
2285,139923.55
2286,125032.27
2287,361238.72
2288,276542.62
2289,390789.34
2290,454095.56
2291,348625.6
2292,419350.1
2293,492177.3
2294,388068.28
2295,494958.0
2296,301374.5
2297,338633.94
2298,327591.78
2299,364287.03
2300,349492.78
2301,311162.97
2302,253049.48
2303,248178.95
2304,262823.9
2305,194374.44
2306,188005.67
2307,190771.31
2308,247525.03
2309,266535.34
2310,201082.8
2311,201819.05
2312,181751.11
2313,176799.0
2314,172925.95
2315,179247.86
2316,203536.97
2317,183202.34
2318,175327.23
2319,179594.64
2320,180108.27
2321,217228.11
2322,180474.42
2323,179320.92
2324,181535.17
2325,215743.48
2326,169239.83
2327,207632.84
2328,224067.34
2329,185905.23
2330,180417.47
2331,362202.66
2332,391834.0
2333,335735.28
2334,270545.47
2335,285859.66
2336,330283.9
2337,214361.25
2338,286566.66
2339,218801.08
2340,418674.2
2341,248326.7
2342,236629.25
2343,233699.05
2344,229032.34
2345,247311.3
2346,217163.75
2347,205165.38
2348,245912.12
2349,187850.83
2350,323128.28
2351,262697.22
2352,260053.34
2353,270224.88
2354,132411.95
2355,138320.97
2356,150070.0
2357,184698.27
2358,195944.12
2359,133162.72
2360,114181.1
2361,145392.3
2362,306907.06
2363,135038.94
2364,155765.14
2365,210644.94
2366,185742.83
2367,212818.5
2368,211126.23
2369,212944.77
2370,163333.64
2371,163827.12
2372,195883.67
2373,282024.9
2374,339343.22
2375,234225.16
2376,342017.1
2377,392555.4
2378,167908.25
2379,214809.67
2380,152341.34
2381,175325.83
2382,200457.39
2383,202485.58
2384,244844.98
2385,164890.69
2386,143106.78
2387,137077.7
2388,109004.336
2389,132094.58
2390,154045.2
2391,144816.12
2392,112698.69
2393,171073.58
2394,142971.17
2395,191396.55
2396,148343.89
2397,203473.48
2398,130224.67
2399,59428.156
2400,58874.09
2401,115601.98
2402,143901.83
2403,138730.61
2404,162164.28
2405,159754.1
2406,145155.67
2407,132938.45
2408,147375.48
2409,122812.79
2410,171029.12
2411,116763.086
2412,152034.84
2413,129144.65
2414,150951.19
2415,137070.39
2416,125926.32
2417,134849.81
2418,131911.45
2419,120363.04
2420,125309.58
2421,170856.11
2422,118769.51
2423,121711.89
2424,139461.8
2425,240348.48
2426,142480.61
2427,137686.69
2428,170041.38
2429,117226.57
2430,133189.95
2431,122058.05
2432,143643.5
2433,139916.84
2434,136874.56
2435,144340.47
2436,108385.19
2437,115543.38
2438,131323.22
2439,110795.59
2440,122308.42
2441,91213.14
2442,94868.59
2443,124852.96
2444,138241.8
2445,95154.31
2446,143597.89
2447,186241.8
2448,130850.73
2449,120787.695
2450,147873.3
2451,127388.86
2452,198106.88
2453,91244.445
2454,122636.945
2455,123468.016
2456,123748.52
2457,149914.77
2458,127780.48
2459,108244.13
2460,146692.11
2461,124873.36
2462,134504.98
2463,128938.61
2464,178941.17
2465,159005.97
2466,113712.81
2467,133352.62
2468,94634.43
2469,80437.07
2470,185667.94
2471,203599.55
2472,176295.02
2473,111826.94
2474,85029.57
2475,222864.44
2476,114644.75
2477,130477.87
2478,155634.67
2479,105942.445
2480,145009.77
2481,130206.99
2482,130919.7
2483,118210.484
2484,123269.6
2485,130910.25
2486,143292.0
2487,206395.95
2488,161218.03
2489,149911.17
2490,144991.14
2491,100197.43
2492,194659.22
2493,153936.17
2494,156103.66
2495,96003.07
2496,270798.62
2497,164459.19
2498,106365.25
2499,83451.33
2500,124119.3
2501,134762.3
2502,133361.75
2503,96395.19
2504,214734.48
2505,258715.64
2506,246806.47
2507,304993.47
2508,244778.36
2509,213786.53
2510,215435.36
2511,175683.3
2512,207129.92
2513,229042.17
2514,284204.12
2515,141083.36
2516,172132.2
2517,143581.08
2518,147026.94
2519,225108.69
2520,210142.88
2521,195862.14
2522,230037.36
2523,130563.35
2524,145627.34
2525,150101.78
2526,136868.53
2527,124452.17
2528,139605.83
2529,141491.55
2530,130977.375
2531,244185.88
2532,235540.22
2533,199159.64
2534,224275.77
2535,303296.4
2536,244073.83
2537,234763.92
2538,186193.67
2539,187934.98
2540,179463.73
2541,178878.97
2542,163259.86
2543,122673.195
2544,113421.6
2545,138580.92
2546,132735.97
2547,137542.62
2548,148927.3
2549,149535.69
2550,147051.98
2551,128677.65
2552,122527.78
2553,72623.336
2554,87061.81
2555,122484.836
2556,100733.74
2557,100121.02
2558,176172.2
2559,140412.84
2560,157656.08
2561,152491.55
2562,157389.97
2563,144325.11
2564,204990.98
2565,150387.55
2566,168978.88
2567,145372.03
2568,211503.42
2569,254615.83
2570,120591.414
2571,185125.08
2572,136981.86
2573,241707.11
2574,275559.88
2575,135433.16
2576,122821.445
2577,138457.83
2578,90751.14
2579,70299.54
2580,112964.695
2581,130011.5
2582,131484.94
2583,264799.47
2584,170821.2
2585,179494.33
2586,218149.39
2587,185064.98
2588,137674.06
2589,148567.11
2590,197580.39
2591,236552.22
2592,211875.72
2593,249134.83
2594,171108.5
2595,200184.75
2596,304229.2
2597,182191.55
2598,274397.66
2599,333607.66
2600,207185.05
2601,134099.92
2602,81012.05
2603,94145.59
2604,88523.336
2605,76229.15
2606,149054.36
2607,202222.98
2608,199258.11
2609,166056.47
2610,119197.13
2611,137822.58
2612,147924.78
2613,135192.77
2614,126256.445
2615,157385.58
2616,151792.06
2617,170612.56
2618,218067.4
2619,197630.78
2620,180630.2
2621,175660.06
2622,181069.5
2623,240752.36
2624,316430.28
2625,289387.75
2626,171997.8
2627,162650.73
2628,524456.8
2629,531348.2
2630,381592.2
2631,475548.8
2632,502713.72
2633,296931.4
2634,398938.06
2635,160436.64
2636,180270.9
2637,169542.98
2638,290816.2
2639,184261.62
2640,153421.9
2641,105680.17
2642,166243.36
2643,101459.125
2644,121066.3
2645,114871.18
2646,100867.29
2647,108705.83
2648,149100.55
2649,150513.88
2650,135447.03
2651,145934.34
2652,406656.28
2653,263753.94
2654,257461.16
2655,402374.47
2656,331439.72
2657,371262.75
2658,314236.34
2659,300220.4
2660,378430.72
2661,383279.47
2662,364498.9
2663,291442.53
2664,254579.34
2665,342961.3
2666,273921.62
2667,177788.56
2668,183925.33
2669,180672.97
2670,290053.88
2671,184919.34
2672,179765.83
2673,186605.84
2674,179498.02
2675,162702.72
2676,191977.45
2677,196889.8
2678,256953.06
2679,291676.16
2680,293449.78
2681,413229.34
2682,326058.06
2683,618300.7
2684,320154.53
2685,341496.03
2686,266662.9
2687,324166.34
2688,228074.56
2689,214975.3
2690,444695.97
2691,199482.83
2692,137142.42
2693,194416.03
2694,138225.78
2695,189096.64
2696,179912.11
2697,181294.92
2698,191661.86
2699,163856.86
2700,152546.84
2701,160390.0
2702,118759.03
2703,130710.11
2704,139504.42
2705,115750.41
2706,117250.51
2707,131185.97
2708,128714.07
2709,108334.17
2710,125154.555
2711,339598.6
2712,391903.62
2713,169377.6
2714,150533.62
2715,168689.67
2716,147659.11
2717,213046.2
2718,228730.86
2719,166563.4
2720,180781.36
2721,137354.33
2722,172836.14
2723,147446.39
2724,136275.0
2725,133812.25
2726,145891.34
2727,173787.98
2728,174521.17
2729,154503.11
2730,144932.39
2731,136417.33
2732,126557.32
2733,156915.58
2734,157534.38
2735,144021.9
2736,143709.7
2737,121321.234
2738,137466.7
2739,156523.92
2740,135662.88
2741,142367.14
2742,161188.53
2743,160968.02
2744,163282.81
2745,147601.94
2746,138942.3
2747,151081.38
2748,131618.45
2749,132636.84
2750,138668.77
2751,139832.38
2752,186585.97
2753,148271.67
2754,241658.58
2755,135061.23
2756,98281.96
2757,75478.9
2758,95544.4
2759,163166.31
2760,121530.05
2761,146294.31
2762,152288.73
2763,185857.05
2764,152610.98
2765,245997.83
2766,142677.34
2767,89463.555
2768,125457.13
2769,132789.6
2770,140358.05
2771,116862.56
2772,120515.82
2773,155622.69
2774,134951.66
2775,107162.516
2776,142602.75
2777,144729.75
2778,104815.8
2779,117611.805
2780,97380.87
2781,92366.96
2782,94844.64
2783,99410.61
2784,119718.336
2785,134708.81
2786,68562.98
2787,119335.08
2788,69913.67
2789,174925.97
2790,94436.6
2791,102036.32
2792,63502.812
2793,156286.61
2794,87931.836
2795,121454.42
2796,94476.16
2797,201834.2
2798,109129.93
2799,107498.35
2800,65682.21
2801,97615.08
2802,135853.95
2803,167306.67
2804,142998.28
2805,101140.46
2806,89748.67
2807,146517.78
2808,147963.38
2809,132355.53
2810,132090.67
2811,155588.44
2812,147482.47
2813,157289.16
2814,157339.2
2815,97106.266
2816,252489.02
2817,161910.22
2818,137036.31
2819,177340.02
2820,141483.42
2821,110420.57
2822,206615.34
2823,354560.78
2824,178947.12
2825,145105.34
2826,125865.15
2827,134668.31
2828,243098.16
2829,201029.11
2830,242390.02
2831,170916.48
2832,255351.8
2833,299658.12
2834,220877.27
2835,215247.03
2836,193081.39
2837,165365.78
2838,145990.81
2839,181797.55
2840,195250.55
2841,208001.66
2842,233020.67
2843,155312.98
2844,162410.39
2845,125846.88
2846,211640.0
2847,195046.66
2848,222916.84
2849,205027.88
2850,284354.7
2851,231509.78
2852,237541.58
2853,243947.12
2854,139608.05
2855,202542.48
2856,208895.53
2857,191691.5
2858,205161.98
2859,133282.72
2860,132516.47
2861,127658.19
2862,196518.36
2863,120376.2
2864,262656.78
2865,131218.1
2866,143417.12
2867,99439.2
2868,111359.21
2869,118208.99
2870,134798.31
2871,86152.19
2872,58702.637
2873,102565.61
2874,132157.45
2875,115489.805
2876,163102.86
2877,141831.39
2878,166960.78
2879,141464.42
2880,103148.42
2881,168053.42
2882,191087.55
2883,212173.03
2884,213220.48
2885,188870.55
2886,245131.1
2887,100332.02
2888,139171.89
2889,56406.535
2890,72833.8
2891,141008.75
2892,57217.07
2893,93640.16
2894,61635.35
2895,307373.12
2896,258309.19
2897,191410.98
2898,147102.77
2899,199237.83
2900,161534.61
2901,225131.28
2902,193072.4
2903,324849.2
2904,335908.4
2905,113061.72
2906,177043.48
2907,104540.81
2908,135763.31
2909,153557.4
2910,73632.16
2911,79777.22
2912,146962.47
2913,78500.484
2914,71835.83
2915,80835.555
2916,79178.24
2917,170231.47
2918,117485.75
2919,222552.55
